,FILENAME,TEXT,ANNOTATION,START,END,SPEAKER
101,202110121411sxj2ulsjMAYJK.csv,Bei [Firmenname1]. Ja.,0,00:08:51:88,00:08:52:03,Kundin
102,202110121411sxj2ulsjMAYJK.csv,"Okay. Und dann steht hier aber auch, ähm, voll erwerbstüchtig ab 2017 ebenfalls bei [Firmenname1] bis Zwölf 2020.",0,00:08:52:16,00:09:03:03,Mitarbeiter
103,202110121411sxj2ulsjMAYJK.csv,Ja.,0,00:09:04:15,00:09:04:40,Kundin
104,202110121411sxj2ulsjMAYJK.csv,Das is falsch?,0,00:09:04:65,00:09:05:42,Mitarbeiter
105,202110121411sxj2ulsjMAYJK.csv,Die sind falsch.,0,00:09:06:29,00:09:06:67,Kundin
106,202110121411sxj2ulsjMAYJK.csv,"Bis Zwölf 2020, also bis Dezember 2020, steht hier drinne, sind Sie über [Firmenname3] bei [Firmenname1] gewesen.",0,00:09:06:67,00:09:16:69,Mitarbeiter
107,202110121411sxj2ulsjMAYJK.csv,Nee. Ich hab auch ganze Jahr bei [Firmenname1] direkt gearbeitet auch.,0,00:09:16:78,00:09:20:28,Kundin
108,202110121411sxj2ulsjMAYJK.csv,Ja.,0,00:09:20:61,00:09:20:75,Mitarbeiter
109,202110121411sxj2ulsjMAYJK.csv,"Also beim [Firmenname3], das is erste, danach ha-, äh, [Firmenname1] hat mich immer übernommen. Also ein Jahr bei [Firmenname1] direkt und danach bei [Firmenname2].",0,00:09:21:67,00:09:32:70,Kundin
110,202110121411sxj2ulsjMAYJK.csv,Okay. Aber Sie sind immer über [Firmenname3] angestellt.,0,00:09:32:71,00:09:34:91,Mitarbeiter
111,202110121411sxj2ulsjMAYJK.csv,Nein. Ein Jahr direkt bei [Firmenname1].,0,00:09:34:91,00:09:37:97,Kundin
112,202110121411sxj2ulsjMAYJK.csv,"Okay. Ja, dann is das hier verkehrt eingetragen. Gut. Aber das heißt, äh, Ihre letzte Tätigkeit hat eben //",0,00:09:40:13,00:09:47:27,Mitarbeiter
113,202110121411sxj2ulsjMAYJK.csv,[Firmenname2] //,0,00:09:47:28,00:09:47:28,Kundin
114,202110121411sxj2ulsjMAYJK.csv,geendet am 31. Dritten 2020?,0,00:09:47:28,00:09:49:34,Mitarbeiter
115,202110121411sxj2ulsjMAYJK.csv,Ja.,0,00:09:49:42,00:09:49:58,Kundin
116,202110121411sxj2ulsjMAYJK.csv,"Okay. Und seitdem sind Sie, ähm, arbeitslos?",0,00:09:50:57,00:09:54:59,Mitarbeiter
117,202110121411sxj2ulsjMAYJK.csv,Ja.,0,00:09:55:95,00:09:56:13,Kundin
118,202110121411sxj2ulsjMAYJK.csv,Und bekommen Arbeitslosengeld eins.,0,00:09:56:21,00:09:59:07,Mitarbeiter
119,202110121411sxj2ulsjMAYJK.csv,Is schon vorbei.,0,00:09:59:22,00:09:59:84,Kundin
120,202110121411sxj2ulsjMAYJK.csv,Da steht //,0,00:10:00:91,00:10:01:02,Mitarbeiter
121,202110121411sxj2ulsjMAYJK.csv,Ab 11. dachte.,0,00:10:01:02,00:10:02:59,Kundin
122,202110121411sxj2ulsjMAYJK.csv,Da steht zum Beispiel hier bis zum 9.10. bekommen Sie Arbeitslosengeld eins.,0,00:10:02:59,00:10:07:14,Mitarbeiter
123,202110121411sxj2ulsjMAYJK.csv,"Also is schon vorbei, ne.",0,00:10:07:97,00:10:09:66,Kundin
124,202110121411sxj2ulsjMAYJK.csv,"Ja, aber das heißt, äh, wir haben heut den 12.",0,00:10:09:66,00:10:13:19,Mitarbeiter
125,202110121411sxj2ulsjMAYJK.csv,Mhm (bejahend).,0,00:10:13:21,00:10:13:19,Kundin
126,202110121411sxj2ulsjMAYJK.csv,Es is seit drei Tagen //,0,00:10:13:28,00:10:14:33,Mitarbeiter
127,202110121411sxj2ulsjMAYJK.csv,Ja. //,0,00:10:14:34,00:10:14:71,Kundin
128,202110121411sxj2ulsjMAYJK.csv,"vorbei. Und das war auch der Grund, warum ich sie einlade.",0,00:10:14:72,00:10:17:28,Mitarbeiter
129,202110121411sxj2ulsjMAYJK.csv,Das hab ich mich gedacht.,0,00:10:17:40,00:10:18:45,Kundin
130,202110121411sxj2ulsjMAYJK.csv,"Jo, weil normalerweise wenn Sie Arbeitslosengeld eins beziehen, ist das Jobcenter nicht zuständig.",1,00:10:19:54,00:10:25:85,Mitarbeiter
131,202110121411sxj2ulsjMAYJK.csv,Ich weiß.,1,00:10:25:89,00:10:26:28,Kundin
132,202110121411sxj2ulsjMAYJK.csv,"Weil dann is das, die Arbeitsagentur zuständig. Haben die irgendwas mit Ihnen gemacht?",0,00:10:27:13,00:10:30:86,Mitarbeiter
133,202110121411sxj2ulsjMAYJK.csv,"Äh, nein.",0,00:10:31:51,00:10:32:21,Kundin
134,202110121411sxj2ulsjMAYJK.csv,Keine Schulung oder irgendwas.,0,00:10:32:89,00:10:34:53,Mitarbeiter
135,202110121411sxj2ulsjMAYJK.csv,"Keine Schulung, gar nix.",0,00:10:34:53,00:10:35:71,Kundin
136,202110121411sxj2ulsjMAYJK.csv,Förderung?,0,00:10:35:71,00:10:35:77,Mitarbeiter
137,202110121411sxj2ulsjMAYJK.csv,"Äh, äh, aber der Jobcenter hat mich schon von (unv.) unterstützen, dass meine Arbeitslosengeld war bisschen zu niedriger, also ich hatte 30 Euro von Jobcenter noch bekommen.",0,00:10:35:88,00:10:51:65,Kundin
138,202110121411sxj2ulsjMAYJK.csv,"Mhm, mhm (bejahend). Okay. Genau. Äh, das hab ich auch gelesen. Sie sind jetz in der ganzen Zeit auch umgezogen, ne.",0,00:10:54:26,00:10:58:46,Mitarbeiter
139,202110121411sxj2ulsjMAYJK.csv,"Ja genau. Wegen, das war zu teuer, den Wohnung für mich, ne. Und //",0,00:10:58:50,00:11:02:28,Kundin
140,202110121411sxj2ulsjMAYJK.csv,"Jetz sind Sie dann nach [Ortsname6] gezogen, oder?",0,00:11:02:92,00:11:04:34,Mitarbeiter
141,202110121411sxj2ulsjMAYJK.csv,Ja.,0,00:11:04:40,00:11:04:59,Kundin
142,202110121411sxj2ulsjMAYJK.csv,"Okay, das is Ihre aktuelle Adresse.",0,00:11:05:19,00:11:06:92,Mitarbeiter
143,202110121411sxj2ulsjMAYJK.csv,Ja.,0,00:11:07:09,00:11:07:32,Kundin
144,202110121411sxj2ulsjMAYJK.csv,"Gut. Okay, dann, ich erklär Ihnen mal, was eigentlich meine Aufgabe hier is, im Jobcenter. Ich bin hier als Fallmanager tätig.",0,00:11:15:95,00:11:27:53,Mitarbeiter
145,202110121411sxj2ulsjMAYJK.csv,Aha.,0,00:11:27:53,00:11:28:61,Kundin
146,202110121411sxj2ulsjMAYJK.csv,"Und Fallmanager kümmert sich um Menschen, die, sag mer mal, 'n bisschen mehr Probleme haben, um, äh, dauerhaft berufstätig zu sein. Ja? Normalerweise is es so, jemand kommt hierhin, dann sagen wir: ""Was kannste arbeiten?"" Dann vermitteln wir den, dann is er wieder weg. Aber es gibt Leute, die haben, ähm, familiäre Probleme, Schulden, Trennungsprobleme, äh, Versorgungsprobleme mit den Kindern und so weiter, vielleicht auch psychische Erkrankungen, wie in Ihrem Fall. Und da sagen wir, da gehört 'n Fallmanager hin. Fallmanager hat im Grunde 'n bisschen mehr Zeit als jetz 'n normaler Vermittler. Und kann sich auch intensiver mit Ihrem Fall befassen. Und auch andere Hilfen anbieten. Ja? Und das wäre zum Beispiel meine Vorgehensweise, dass ich Ihnen anbiete, dass wir im Fallmanagement zusammenarbeiten, damit Sie zum Ziel kommen. Denn, wie ich Sie verstanden habe, möchten Sie gerne arbeiten, brauchen aber noch 'n bisschen Unterstützung",0,00:11:28:72,00:12:28:16,Mitarbeiter
147,202110121411sxj2ulsjMAYJK.csv,"Ja, leider di- das, das, die meine Krankheit, die is zu schlau, sag mer, sage ich. Das, äh, sind Tage, da ich fühle mich gut. Und, äh, ich kon- konnte zum Beispiel, äh, schauen in Zeitung welche Stelle sind und so. Ja? Aber sind Tage, wo ich ganz runter bin und ich i- ich kann meinen Haushalt nich halten, ne. Und, äh, deswegen, äh, ich zweifle bei mir selber viel, ne. Ich zweifle oft, ich bin verantwortlich, ich bin eigentlich mit den Terminen immer, war ich, war ich immer so. Und deswegen weil ich etwas halten nich kann, ich, ich hasse mich danach. Ja? Ich, äh, aah, ich ärger mich und so. Und, äh, deswegen auch meine Frage ist im Kopf immer, ob ich bin schon bereit a- zu arbeiten.",0,00:12:29:23,00:13:27:00,Kundin
148,202110121411sxj2ulsjMAYJK.csv,Mhm (bejahend).,0,00:13:27:00,00:13:27:71,Mitarbeiter
149,202110121411sxj2ulsjMAYJK.csv,"Und eigentlich mein Arzt sagt: ""Nein.""",0,00:13:27:83,00:13:29:35,Kundin
150,202110121411sxj2ulsjMAYJK.csv,"Mhm (bejahend). Ja genau. Also ich sag mal, im Moment sind Sie, glaub ich nicht krankgeschrieben.",0,00:13:31:86,00:13:35:83,Mitarbeiter
151,202110121411sxj2ulsjMAYJK.csv,"Nee, extra ich habe mich nich krank geschrieben, dass ich möchte mit jemanden schon unterhalten sich. Ich möchte mich schon schauen, wie es vielleicht das is für mich ein, äh, Zeichen, oder gewohnt, wo ich den, den Lust bekomme, verwältige mich selber. Ich weiß ich nich. Ich bin /",0,00:13:35:92,00:13:53:28,Kundin
152,202110121411sxj2ulsjMAYJK.csv,Okay.,0,00:13:53:30,00:13:53:42,Mitarbeiter
153,202110121411sxj2ulsjMAYJK.csv,"Ich mache mich, alles mögliche, sag mal, äh, ich verarsche mich, Entschuldigung, mich selber zu einfach schauen, ob ich das kann.",0,00:13:54:27,00:14:04:79,Kundin
154,202110121411sxj2ulsjMAYJK.csv,"Okay. Ähm, okay. Also wie gesagt, mein Angebot ist, ähm, erstens im Fallmanagement intensiver mit Ihnen zu arbeiten. Das könnte bedeuten, dass wir uns alle zwei Wochen mal sehen. Und dadurch im Gespräch bleiben. Oder auch schauen, was wir in der Zeit an Zielen verfolgen. Ja? Zum Beispiel, dass ich Ihnen auch dabei helfe, ähm, 'nen Termin in der Klinik [Ortsname2] zu bekommen. Dass Sie das nich alleine machen müssen.",0,00:14:07:10,00:14:33:21,Mitarbeiter
155,202110121411sxj2ulsjMAYJK.csv,"Mhm (bejahend). Ich, ich weiß, das is Klinik. Genau. Ich habe mich nich angefassen mit dem Thema noch. Das war vorgestern, ne. Ich habe mich nu- Nummerntelefon geholt. Äh, d- das is Klinik, sie hat gesagt, also bedeutet ich schon wieder muss eine Tagesklinik machen oder so, oder?",0,00:14:33:53,00:14:52:55,Kundin
156,202110121411sxj2ulsjMAYJK.csv,"Müsste man klären, müsste man klären.",0,00:14:52:57,00:14:52:75,Mitarbeiter
157,202110121411sxj2ulsjMAYJK.csv,Genau das.,0,00:14:52:76,00:14:52:76,Kundin
158,202110121411sxj2ulsjMAYJK.csv,"Es sind verschiedene Angebote, die die haben. Und, äh, natürlich gibt es Tagesklinik, es gibt stationär, es gibt aber auch, ähm, teilstationär, so dass Sie da nur /",0,00:14:52:76,00:15:05:36,Mitarbeiter
